Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count
RES-00738,Candidate 0738,"Python, Networking, Linux",4.4,Bachelor's,1,Web Developer,Reject,48989,6
RES-00739,Candidate 0739,"Java, HTML, CSS",7.1,Bachelor's,2,Web Developer,Hire,96137,2
RES-00740,Candidate 0740,"JavaScript, React, HTML, CSS",0.9,Bachelor's,3,ML Engineer,Reject,63056,4
RES-00741,Candidate 0741,"Python, SQL, Pandas",6.7,Master's,1,Software Developer,Hire,71468,7
RES-00742,Candidate 0742,"JavaScript, React, HTML, CSS",4.0,Bachelor's,2,Software Developer,Reject,47612,3
RES-00743,Candidate 0743,"JavaScript, React, HTML, CSS",5.2,Bachelor's,4,ML Engineer,Hire,70244,5
RES-00744,Candidate 0744,"Python, Scikit-learn, SQL",0.0,Bachelor's,1,Software Developer,Reject,67110,5
RES-00745,Candidate 0745,"Java, HTML, CSS",5.7,Bachelor's,0,Data Analyst,Reject,62540,4
RES-00746,Candidate 0746,"Python, Scikit-learn, SQL",4.1,Bachelor's,1,Web Developer,Reject,27176,3
RES-00747,Candidate 0747,"Java, HTML, CSS",8.3,PhD,1,Data Analyst,Hire,82055,2
RES-00748,Candidate 0748,"JavaScript, React, HTML, CSS",4.0,Bachelor's,0,Software Developer,Reject,42171,1
RES-00749,Candidate 0749,"Java, HTML, CSS",1.1,Bachelor's,2,ML Engineer,Reject,59281,1
RES-00750,Candidate 0750,"Java, HTML, CSS",1.5,Bachelor's,4,ML Engineer,Hire,73351,8
RES-00751,Candidate 0751,"Python, Networking, Linux",4.5,Bachelor's,2,Data Analyst,Reject,54868,4
RES-00752,Candidate 0752,"Python, Networking, Linux",4.3,Bachelor's,0,Data Analyst,Hire,47586,6
RES-00753,Candidate 0753,"Python, Networking, Linux",1.9,Bachelor's,4,Data Analyst,Reject,80800,3
RES-00754,Candidate 0754,"Java, HTML, CSS",0.8,Bachelor's,4,Cybersecurity Analyst,Hire,33907,8
RES-00755,Candidate 0755,"JavaScript, React, HTML, CSS",7.3,Bachelor's,1,Web Developer,Reject,66148,3
RES-00756,Candidate 0756,"JavaScript, React, HTML, CSS",2.9,Bachelor's,1,Data Analyst,Reject,60406,5
RES-00757,Candidate 0757,"Python, Networking, Linux",3.3,Bachelor's,1,ML Engineer,Reject,69721,2
RES-00758,Candidate 0758,"Python, SQL, Pandas",2.2,Master's,3,Web Developer,Hire,51158,6
RES-00759,Candidate 0759,"Python, Networking, Linux",7.0,Master's,2,Cybersecurity Analyst,Hire,51914,7
RES-00760,Candidate 0760,"JavaScript, React, HTML, CSS",6.3,Bachelor's,3,Web Developer,Hire,84079,3
RES-00761,Candidate 0761,"Java, HTML, CSS",0.9,Bachelor's,4,ML Engineer,Reject,94648,1
RES-00762,Candidate 0762,"Java, HTML, CSS",3.3,Bachelor's,2,Cybersecurity Analyst,Hire,48483,6
RES-00763,Candidate 0763,"Python, SQL, Pandas",1.2,Bachelor's,1,ML Engineer,Reject,78462,4
RES-00764,Candidate 0764,"Python, Scikit-learn, SQL",8.1,Bachelor's,0,Web Developer,Hire,76955,3
RES-00765,Candidate 0765,"JavaScript, React, HTML, CSS",4.6,Bachelor's,0,Web Developer,Reject,92338,3
RES-00766,Candidate 0766,"Python, Scikit-learn, SQL",2.8,Bachelor's,2,ML Engineer,Reject,104847,4
RES-00767,Candidate 0767,"Python, Scikit-learn, SQL",2.7,Master's,0,Web Developer,Hire,68486,1
RES-00768,Candidate 0768,"Java, HTML, CSS",4.9,Bachelor's,2,Cybersecurity Analyst,Hire,68281,2
RES-00769,Candidate 0769,"Java, HTML, CSS",2.9,Bachelor's,3,Software Developer,Hire,54942,4
RES-00770,Candidate 0770,"Java, HTML, CSS",7.4,Bachelor's,2,Software Developer,Hire,83174,3
RES-00771,Candidate 0771,"Python, Scikit-learn, SQL",1.2,Bachelor's,3,Data Analyst,Hire,76155,2
RES-00772,Candidate 0772,"Java, HTML, CSS",0.4,Bachelor's,3,Web Developer,Hire,62795,5
RES-00773,Candidate 0773,"JavaScript, React, HTML, CSS",7.0,Bachelor's,3,Data Analyst,Reject,50622,3
RES-00774,Candidate 0774,"Python, Scikit-learn, SQL",2.4,Master's,2,ML Engineer,Reject,55677,3
RES-00775,Candidate 0775,"JavaScript, React, HTML, CSS",7.0,PhD,2,ML Engineer,Hire,25000,4
RES-00776,Candidate 0776,"Python, Networking, Linux",5.7,Bachelor's,3,Cybersecurity Analyst,Hire,25000,1
RES-00777,Candidate 0777,"Python, Scikit-learn, SQL",0.1,Bachelor's,0,Cybersecurity Analyst,Reject,56411,3
RES-00778,Candidate 0778,"Python, Scikit-learn, SQL",2.0,Bachelor's,4,ML Engineer,Reject,50055,4
RES-00779,Candidate 0779,"Java, HTML, CSS",3.6,Bachelor's,1,Cybersecurity Analyst,Hire,74807,7
RES-00780,Candidate 0780,"Python, Networking, Linux",2.9,PhD,1,ML Engineer,Hire,70223,6
RES-00781,Candidate 0781,"Python, Scikit-learn, SQL",4.3,Bachelor's,0,Data Analyst,Hire,51572,5
RES-00782,Candidate 0782,"Python, Scikit-learn, SQL",2.0,Bachelor's,0,ML Engineer,Reject,60705,4
RES-00783,Candidate 0783,"Java, HTML, CSS",3.3,Bachelor's,2,ML Engineer,Reject,53461,6
RES-00784,Candidate 0784,"Python, SQL, Pandas",6.0,Master's,1,Software Developer,Hire,90012,4
RES-00785,Candidate 0785,"Java, HTML, CSS",6.8,Bachelor's,1,Data Analyst,Hire,74602,5
RES-00786,Candidate 0786,"JavaScript, React, HTML, CSS",1.5,Bachelor's,4,Software Developer,Reject,66404,4
RES-00787,Candidate 0787,"JavaScript, React, HTML, CSS",2.9,Bachelor's,1,Software Developer,Reject,88032,7
RES-00788,Candidate 0788,"Python, Networking, Linux",3.2,Bachelor's,1,ML Engineer,Reject,97387,4
RES-00789,Candidate 0789,"Python, Scikit-learn, SQL",0.1,Bachelor's,6,ML Engineer,Hire,86585,8
RES-00790,Candidate 0790,"Python, Networking, Linux",5.8,Master's,1,Web Developer,Hire,71400,4
RES-00791,Candidate 0791,"Python, Networking, Linux",4.9,Bachelor's,1,Data Analyst,Hire,71086,1
RES-00792,Candidate 0792,"Python, Scikit-learn, SQL",4.8,Bachelor's,3,Cybersecurity Analyst,Reject,56616,2
RES-00793,Candidate 0793,"Python, SQL, Pandas",3.2,Bachelor's,1,ML Engineer,Hire,66487,5
RES-00794,Candidate 0794,"Python, Scikit-learn, SQL",5.7,Bachelor's,1,Web Developer,Hire,66285,4
RES-00795,Candidate 0795,"Java, HTML, CSS",5.9,Bachelor's,3,Software Developer,Hire,56651,9
RES-00796,Candidate 0796,"Python, Scikit-learn, SQL",6.4,Bachelor's,0,Software Developer,Hire,67644,3
RES-00797,Candidate 0797,"Python, Networking, Linux",3.1,Bachelor's,2,Web Developer,Reject,69524,5
RES-00798,Candidate 0798,"Java, HTML, CSS",4.4,Bachelor's,5,Software Developer,Reject,85635,4
RES-00799,Candidate 0799,"Java, HTML, CSS",2.5,Master's,2,Data Analyst,Hire,65131,2
RES-00800,Candidate 0800,"Java, HTML, CSS",2.7,Bachelor's,1,ML Engineer,Hire,86282,3
RES-00801,Candidate 0801,"Python, Networking, Linux",6.0,Master's,1,Web Developer,Hire,88924,7
RES-00802,Candidate 0802,"Python, SQL, Pandas",3.6,Bachelor's,2,Cybersecurity Analyst,Reject,31964,1
RES-00803,Candidate 0803,"Python, Networking, Linux",3.1,Bachelor's,3,ML Engineer,Reject,71718,2
RES-00804,Candidate 0804,"Java, HTML, CSS",5.0,Master's,1,Cybersecurity Analyst,Reject,53907,2
RES-00805,Candidate 0805,"Python, Scikit-learn, SQL",5.2,Master's,1,Cybersecurity Analyst,Reject,55327,3
RES-00806,Candidate 0806,"Python, Scikit-learn, SQL",1.6,Master's,0,Software Developer,Reject,25000,4
RES-00807,Candidate 0807,"Python, Scikit-learn, SQL",1.9,Bachelor's,0,Data Analyst,Reject,95444,10
RES-00808,Candidate 0808,"JavaScript, React, HTML, CSS",5.3,Master's,3,Cybersecurity Analyst,Hire,71226,8
RES-00809,Candidate 0809,"Python, Scikit-learn, SQL",4.8,Bachelor's,1,Data Analyst,Hire,67495,2
RES-00810,Candidate 0810,"Python, Scikit-learn, SQL",3.0,Bachelor's,3,Data Analyst,Hire,75990,8
RES-00811,Candidate 0811,"Python, Scikit-learn, SQL",6.5,Master's,0,Cybersecurity Analyst,Reject,79776,1
RES-00812,Candidate 0812,"JavaScript, React, HTML, CSS",3.3,Master's,1,ML Engineer,Reject,64947,5
RES-00813,Candidate 0813,"Python, Scikit-learn, SQL",0.0,Master's,0,Data Analyst,Reject,40379,6
RES-00814,Candidate 0814,"JavaScript, React, HTML, CSS",1.5,Bachelor's,1,Cybersecurity Analyst,Reject,57360,2
RES-00815,Candidate 0815,"JavaScript, React, HTML, CSS",0.0,Master's,1,ML Engineer,Hire,25000,7
RES-00816,Candidate 0816,"JavaScript, React, HTML, CSS",6.4,Bachelor's,1,Cybersecurity Analyst,Hire,25000,6
RES-00817,Candidate 0817,"Python, Scikit-learn, SQL",4.8,Master's,2,Software Developer,Hire,55679,4
RES-00818,Candidate 0818,"Python, Networking, Linux",3.8,Bachelor's,2,ML Engineer,Reject,82363,7
RES-00819,Candidate 0819,"JavaScript, React, HTML, CSS",0.0,Master's,2,ML Engineer,Hire,40305,3
RES-00820,Candidate 0820,"JavaScript, React, HTML, CSS",0.0,Master's,3,Cybersecurity Analyst,Reject,51408,4
RES-00821,Candidate 0821,"Python, Networking, Linux",3.1,Bachelor's,1,ML Engineer,Reject,68420,2
RES-00822,Candidate 0822,"JavaScript, React, HTML, CSS",0.0,Master's,3,ML Engineer,Reject,87696,5
RES-00823,Candidate 0823,"JavaScript, React, HTML, CSS",5.9,Master's,3,ML Engineer,Reject,81923,5
RES-00824,Candidate 0824,"Java, HTML, CSS",3.2,Bachelor's,3,Cybersecurity Analyst,Hire,77330,7
RES-00825,Candidate 0825,"Python, Networking, Linux",3.1,Bachelor's,4,Cybersecurity Analyst,Reject,64400,3
RES-00826,Candidate 0826,"Python, Scikit-learn, SQL",3.3,Bachelor's,1,Software Developer,Reject,52987,5
RES-00827,Candidate 0827,"Python, Networking, Linux",1.1,Bachelor's,4,ML Engineer,Reject,79565,1
RES-00828,Candidate 0828,"JavaScript, React, HTML, CSS",0.9,Bachelor's,2,Cybersecurity Analyst,Reject,122546,4
RES-00829,Candidate 0829,"JavaScript, React, HTML, CSS",0.0,Bachelor's,2,ML Engineer,Reject,50743,2
RES-00830,Candidate 0830,"Java, HTML, CSS",3.6,Bachelor's,3,Web Developer,Reject,81391,1
RES-00831,Candidate 0831,"JavaScript, React, HTML, CSS",4.5,Master's,3,Software Developer,Hire,72936,5
RES-00832,Candidate 0832,"Python, Networking, Linux",2.9,Master's,3,Data Analyst,Reject,25000,2
RES-00833,Candidate 0833,"Java, HTML, CSS",2.8,Bachelor's,2,Web Developer,Reject,54808,4
RES-00834,Candidate 0834,"Python, SQL, Pandas",1.1,Master's,4,Cybersecurity Analyst,Hire,40094,5
RES-00835,Candidate 0835,"Python, Scikit-learn, SQL",4.1,Bachelor's,3,ML Engineer,Reject,77435,2
RES-00836,Candidate 0836,"Python, Scikit-learn, SQL",0.0,Master's,2,Web Developer,Reject,36502,9
RES-00837,Candidate 0837,"Python, Networking, Linux",0.7,Bachelor's,6,Data Analyst,Reject,78495,6
RES-00838,Candidate 0838,"JavaScript, React, HTML, CSS",1.9,Bachelor's,3,Software Developer,Hire,55985,7
RES-00839,Candidate 0839,"Java, HTML, CSS",2.2,Master's,1,Data Analyst,Reject,61254,2
RES-00840,Candidate 0840,"Python, Networking, Linux",4.0,Bachelor's,1,ML Engineer,Hire,99914,2
RES-00841,Candidate 0841,"Python, Networking, Linux",3.0,Bachelor's,3,Data Analyst,Reject,113000,4
RES-00842,Candidate 0842,"Python, Networking, Linux",3.9,Bachelor's,1,Software Developer,Hire,45530,8
RES-00843,Candidate 0843,"Python, Scikit-learn, SQL",6.6,Bachelor's,1,Cybersecurity Analyst,Hire,35727,2
RES-00844,Candidate 0844,"Python, Networking, Linux",6.9,Bachelor's,2,Cybersecurity Analyst,Hire,65572,2
RES-00845,Candidate 0845,"Python, Networking, Linux",5.1,Master's,2,Software Developer,Hire,95324,1
RES-00846,Candidate 0846,"Java, HTML, CSS",6.6,Master's,4,Cybersecurity Analyst,Hire,49189,4
RES-00847,Candidate 0847,"Python, SQL, Pandas",7.8,Bachelor's,2,Data Analyst,Reject,78513,9
RES-00848,Candidate 0848,"Python, Scikit-learn, SQL",4.4,Bachelor's,2,ML Engineer,Hire,56904,3
RES-00849,Candidate 0849,"JavaScript, React, HTML, CSS",0.0,Bachelor's,4,ML Engineer,Hire,33823,0
RES-00850,Candidate 0850,"Python, Networking, Linux",6.0,PhD,0,Cybersecurity Analyst,Hire,73269,8
RES-00851,Candidate 0851,"Java, HTML, CSS",1.0,Bachelor's,3,Cybersecurity Analyst,Hire,30244,6
RES-00852,Candidate 0852,"Python, Networking, Linux",8.2,Bachelor's,1,Cybersecurity Analyst,Reject,42626,2
RES-00853,Candidate 0853,"Java, HTML, CSS",7.8,Bachelor's,2,Data Analyst,Hire,70861,9
RES-00854,Candidate 0854,"Python, Scikit-learn, SQL",2.2,Master's,1,Web Developer,Hire,46684,6
RES-00855,Candidate 0855,"Python, Scikit-learn, SQL",0.8,Master's,3,Software Developer,Hire,70719,5
RES-00856,Candidate 0856,"Java, HTML, CSS",1.8,Bachelor's,2,Software Developer,Reject,64478,2
RES-00857,Candidate 0857,"JavaScript, React, HTML, CSS",3.3,Bachelor's,2,Data Analyst,Reject,72918,9
RES-00858,Candidate 0858,"JavaScript, React, HTML, CSS",6.7,Master's,1,Cybersecurity Analyst,Hire,67381,5
RES-00859,Candidate 0859,"JavaScript, React, HTML, CSS",0.4,Bachelor's,2,Cybersecurity Analyst,Hire,114748,2
RES-00860,Candidate 0860,"Java, HTML, CSS",5.7,Master's,1,Software Developer,Hire,92372,5
RES-00861,Candidate 0861,"Python, Networking, Linux",0.0,Bachelor's,1,Software Developer,Reject,71782,3
RES-00862,Candidate 0862,"JavaScript, React, HTML, CSS",6.5,PhD,3,Cybersecurity Analyst,Hire,78753,3
RES-00863,Candidate 0863,"Python, Networking, Linux",3.3,Bachelor's,0,Software Developer,Hire,69450,3
RES-00864,Candidate 0864,"Java, HTML, CSS",4.0,Bachelor's,6,Web Developer,Hire,59251,4
RES-00865,Candidate 0865,"Python, SQL, Pandas",3.2,Bachelor's,1,Software Developer,Hire,70906,3
RES-00866,Candidate 0866,"JavaScript, React, HTML, CSS",5.8,Master's,3,Web Developer,Hire,74361,2
RES-00867,Candidate 0867,"Python, SQL, Pandas",4.4,Bachelor's,2,Data Analyst,Hire,53889,4
RES-00868,Candidate 0868,"Python, Scikit-learn, SQL",7.7,PhD,1,Web Developer,Reject,51144,7
RES-00869,Candidate 0869,"Python, Scikit-learn, SQL",0.0,Bachelor's,2,Data Analyst,Reject,76758,0
RES-00870,Candidate 0870,"Python, Scikit-learn, SQL",1.2,Bachelor's,0,ML Engineer,Hire,52885,5
RES-00871,Candidate 0871,"Python, Scikit-learn, SQL",0.1,Bachelor's,1,Software Developer,Reject,47819,4
RES-00872,Candidate 0872,"Java, HTML, CSS",5.3,Bachelor's,3,Software Developer,Hire,44493,1
RES-00873,Candidate 0873,"Python, Scikit-learn, SQL",0.0,Bachelor's,4,Cybersecurity Analyst,Reject,72188,5
RES-00874,Candidate 0874,"Java, HTML, CSS",9.6,Bachelor's,1,Software Developer,Hire,56162,3
RES-00875,Candidate 0875,"JavaScript, React, HTML, CSS",3.7,Master's,2,Software Developer,Hire,52922,3
RES-00876,Candidate 0876,"Java, HTML, CSS",6.6,Bachelor's,3,Data Analyst,Hire,88296,7
RES-00877,Candidate 0877,"Java, HTML, CSS",1.1,Bachelor's,1,Data Analyst,Hire,25000,4
RES-00878,Candidate 0878,"Java, HTML, CSS",4.0,Bachelor's,2,ML Engineer,Reject,26208,1
RES-00879,Candidate 0879,"Python, Networking, Linux",5.1,Bachelor's,1,Cybersecurity Analyst,Hire,75364,3
RES-00880,Candidate 0880,"Java, HTML, CSS",1.7,Bachelor's,1,ML Engineer,Reject,60638,5
RES-00881,Candidate 0881,"Python, SQL, Pandas",2.9,Master's,0,Software Developer,Hire,68317,6
RES-00882,Candidate 0882,"JavaScript, React, HTML, CSS",7.4,Bachelor's,3,Cybersecurity Analyst,Reject,82214,3
RES-00883,Candidate 0883,"Python, SQL, Pandas",6.7,Bachelor's,1,Cybersecurity Analyst,Reject,43609,0
RES-00884,Candidate 0884,"Python, SQL, Pandas",4.9,Bachelor's,3,Cybersecurity Analyst,Hire,67138,4
RES-00885,Candidate 0885,"Java, HTML, CSS",8.4,Bachelor's,5,ML Engineer,Hire,68820,3
RES-00886,Candidate 0886,"Java, HTML, CSS",0.0,Master's,1,Web Developer,Reject,42960,8
RES-00887,Candidate 0887,"Java, HTML, CSS",4.2,Bachelor's,1,ML Engineer,Hire,44291,4
RES-00888,Candidate 0888,"Python, Scikit-learn, SQL",2.5,Master's,0,Data Analyst,Hire,64860,5
RES-00889,Candidate 0889,"Python, SQL, Pandas",7.1,Bachelor's,3,Software Developer,Hire,82694,6
RES-00890,Candidate 0890,"Python, Scikit-learn, SQL",6.3,Bachelor's,4,Cybersecurity Analyst,Reject,86019,5
RES-00891,Candidate 0891,"Java, HTML, CSS",6.4,Master's,3,ML Engineer,Hire,70610,1
RES-00892,Candidate 0892,"JavaScript, React, HTML, CSS",2.0,Bachelor's,3,Software Developer,Reject,71143,2
RES-00893,Candidate 0893,"Python, Scikit-learn, SQL",4.9,Bachelor's,1,Web Developer,Reject,60836,2
RES-00894,Candidate 0894,"Java, HTML, CSS",6.2,Bachelor's,4,Data Analyst,Hire,38841,4
RES-00895,Candidate 0895,"JavaScript, React, HTML, CSS",6.7,Bachelor's,4,ML Engineer,Reject,47829,5
RES-00896,Candidate 0896,"Python, Networking, Linux",1.2,Bachelor's,1,Cybersecurity Analyst,Reject,32513,5
RES-00897,Candidate 0897,"Python, Scikit-learn, SQL",1.8,Bachelor's,4,Web Developer,Reject,87868,1
RES-00898,Candidate 0898,"Python, SQL, Pandas",4.1,Master's,1,Web Developer,Hire,67195,3
RES-00899,Candidate 0899,"JavaScript, React, HTML, CSS",7.0,PhD,4,Software Developer,Hire,37172,5
RES-00900,Candidate 0900,"JavaScript, React, HTML, CSS",5.1,Bachelor's,2,Data Analyst,Hire,81861,3
RES-00901,Candidate 0901,"Python, Networking, Linux",6.9,Master's,4,Software Developer,Hire,64985,4
RES-00902,Candidate 0902,"Python, Scikit-learn, SQL",0.0,Bachelor's,1,Web Developer,Reject,70360,4
RES-00903,Candidate 0903,"Python, Networking, Linux",2.8,Master's,3,ML Engineer,Reject,94085,1
RES-00904,Candidate 0904,"Python, SQL, Pandas",4.7,Bachelor's,5,Software Developer,Hire,88817,2
RES-00905,Candidate 0905,"JavaScript, React, HTML, CSS",4.2,Bachelor's,1,Software Developer,Reject,46252,2
RES-00906,Candidate 0906,"JavaScript, React, HTML, CSS",0.0,Bachelor's,0,Data Analyst,Hire,78345,1
RES-00907,Candidate 0907,"Python, Networking, Linux",6.3,Bachelor's,0,Web Developer,Hire,89440,5
RES-00908,Candidate 0908,"JavaScript, React, HTML, CSS",4.4,Master's,3,Software Developer,Hire,98615,5
RES-00909,Candidate 0909,"Python, Networking, Linux",2.3,Bachelor's,1,Data Analyst,Reject,50847,2
RES-00910,Candidate 0910,"Java, HTML, CSS",6.5,Master's,3,Data Analyst,Reject,73314,1
RES-00911,Candidate 0911,"JavaScript, React, HTML, CSS",0.0,Master's,5,Data Analyst,Reject,33527,2
RES-00912,Candidate 0912,"JavaScript, React, HTML, CSS",2.2,Master's,2,Web Developer,Reject,78547,2
RES-00913,Candidate 0913,"Python, Scikit-learn, SQL",5.7,Master's,0,Data Analyst,Hire,48796,6
RES-00914,Candidate 0914,"Python, SQL, Pandas",4.4,Master's,3,Web Developer,Hire,42924,2
RES-00915,Candidate 0915,"Java, HTML, CSS",2.9,Bachelor's,2,Data Analyst,Reject,79125,1
RES-00916,Candidate 0916,"Python, SQL, Pandas",3.1,Bachelor's,2,Web Developer,Reject,38507,3
RES-00917,Candidate 0917,"JavaScript, React, HTML, CSS",2.9,Bachelor's,2,Cybersecurity Analyst,Reject,109482,5
RES-00918,Candidate 0918,"Java, HTML, CSS",5.7,Bachelor's,1,Web Developer,Reject,75857,6
RES-00919,Candidate 0919,"Python, Scikit-learn, SQL",2.7,Master's,1,Data Analyst,Hire,86111,1
RES-00920,Candidate 0920,"Python, SQL, Pandas",5.2,Master's,2,Web Developer,Hire,43416,1
RES-00921,Candidate 0921,"Java, HTML, CSS",0.0,Bachelor's,2,Web Developer,Reject,63294,6
RES-00922,Candidate 0922,"JavaScript, React, HTML, CSS",6.6,Bachelor's,2,Web Developer,Hire,135282,5
RES-00923,Candidate 0923,"Python, Scikit-learn, SQL",9.6,Master's,2,Software Developer,Hire,49100,9
RES-00924,Candidate 0924,"JavaScript, React, HTML, CSS",4.7,Master's,3,ML Engineer,Reject,79232,8
RES-00925,Candidate 0925,"Java, HTML, CSS",3.3,Bachelor's,3,Cybersecurity Analyst,Hire,94693,0
RES-00926,Candidate 0926,"Python, SQL, Pandas",2.2,Bachelor's,2,Web Developer,Hire,92886,3
RES-00927,Candidate 0927,"Python, SQL, Pandas",5.2,Bachelor's,0,Web Developer,Hire,92431,3
RES-00928,Candidate 0928,"Java, HTML, CSS",1.9,Bachelor's,2,Cybersecurity Analyst,Reject,69278,3
RES-00929,Candidate 0929,"Python, SQL, Pandas",1.5,Master's,1,Cybersecurity Analyst,Reject,59901,4
RES-00930,Candidate 0930,"Python, Scikit-learn, SQL",0.0,Master's,2,Web Developer,Reject,42071,3
RES-00931,Candidate 0931,"Python, Scikit-learn, SQL",4.1,Master's,4,Web Developer,Reject,97355,4
RES-00932,Candidate 0932,"Java, HTML, CSS",2.8,Bachelor's,1,Web Developer,Reject,94699,8
RES-00933,Candidate 0933,"JavaScript, React, HTML, CSS",2.9,Bachelor's,2,Data Analyst,Hire,54538,4
RES-00934,Candidate 0934,"Python, Scikit-learn, SQL",3.5,Bachelor's,1,Web Developer,Reject,48615,4
RES-00935,Candidate 0935,"JavaScript, React, HTML, CSS",1.7,Master's,2,Data Analyst,Reject,65039,5
RES-00936,Candidate 0936,"JavaScript, React, HTML, CSS",4.0,Bachelor's,2,ML Engineer,Reject,71365,5
RES-00937,Candidate 0937,"Python, Networking, Linux",0.8,Master's,2,ML Engineer,Hire,56314,3
RES-00938,Candidate 0938,"Python, SQL, Pandas",3.2,Master's,1,Web Developer,Reject,86890,3
RES-00939,Candidate 0939,"Python, Networking, Linux",2.8,Bachelor's,4,Web Developer,Hire,51978,3
RES-00940,Candidate 0940,"Python, Networking, Linux",0.0,Bachelor's,5,Web Developer,Reject,73566,3
RES-00941,Candidate 0941,"Python, Networking, Linux",0.5,Master's,2,Software Developer,Hire,49943,5
RES-00942,Candidate 0942,"Python, Networking, Linux",2.0,Bachelor's,3,ML Engineer,Hire,57083,5
RES-00943,Candidate 0943,"JavaScript, React, HTML, CSS",2.1,Bachelor's,2,Cybersecurity Analyst,Hire,53061,2
RES-00944,Candidate 0944,"Java, HTML, CSS",4.1,Bachelor's,3,Web Developer,Hire,91642,6
RES-00945,Candidate 0945,"Python, Networking, Linux",2.5,Master's,1,Data Analyst,Hire,31912,6
RES-00946,Candidate 0946,"Python, Networking, Linux",3.4,Bachelor's,2,ML Engineer,Reject,82202,6
RES-00947,Candidate 0947,"Java, HTML, CSS",2.5,Bachelor's,7,Cybersecurity Analyst,Hire,78757,6
RES-00948,Candidate 0948,"JavaScript, React, HTML, CSS",0.0,Master's,1,Web Developer,Reject,69784,2
RES-00949,Candidate 0949,"JavaScript, React, HTML, CSS",3.2,PhD,5,Data Analyst,Hire,69301,3
RES-00950,Candidate 0950,"Python, Networking, Linux",1.4,Bachelor's,2,Software Developer,Reject,78757,3
RES-00951,Candidate 0951,"JavaScript, React, HTML, CSS",3.1,Bachelor's,3,Software Developer,Hire,93796,4
RES-00952,Candidate 0952,"Python, Scikit-learn, SQL",1.6,Master's,2,Data Analyst,Hire,103151,4
RES-00953,Candidate 0953,"Python, SQL, Pandas",5.1,Bachelor's,0,ML Engineer,Hire,25000,5
RES-00954,Candidate 0954,"JavaScript, React, HTML, CSS",3.4,Bachelor's,1,Web Developer,Hire,43430,4
RES-00955,Candidate 0955,"Python, Networking, Linux",5.3,Bachelor's,1,Data Analyst,Reject,83290,8
RES-00956,Candidate 0956,"JavaScript, React, HTML, CSS",5.5,Bachelor's,3,Data Analyst,Hire,77523,6
RES-00957,Candidate 0957,"Python, SQL, Pandas",2.1,Master's,1,ML Engineer,Reject,72098,3
RES-00958,Candidate 0958,"Python, Scikit-learn, SQL",5.5,Bachelor's,3,Cybersecurity Analyst,Hire,69738,5
RES-00959,Candidate 0959,"Python, SQL, Pandas",4.1,Master's,1,ML Engineer,Hire,76122,2
RES-00960,Candidate 0960,"Java, HTML, CSS",0.9,Bachelor's,1,Software Developer,Reject,48209,1
RES-00961,Candidate 0961,"Java, HTML, CSS",3.2,Master's,0,Cybersecurity Analyst,Reject,82130,6
RES-00962,Candidate 0962,"Java, HTML, CSS",3.7,Master's,2,Cybersecurity Analyst,Reject,72812,6
RES-00963,Candidate 0963,"Python, Networking, Linux",6.7,Bachelor's,3,Cybersecurity Analyst,Hire,78513,2
RES-00964,Candidate 0964,"Python, Networking, Linux",2.6,Bachelor's,2,Cybersecurity Analyst,Reject,50106,2
RES-00965,Candidate 0965,"Python, Networking, Linux",7.4,Bachelor's,1,Software Developer,Hire,90642,3
RES-00966,Candidate 0966,"Python, Scikit-learn, SQL",5.4,Bachelor's,0,ML Engineer,Hire,94945,4
RES-00967,Candidate 0967,"JavaScript, React, HTML, CSS",0.0,Bachelor's,3,ML Engineer,Hire,51579,8
RES-00968,Candidate 0968,"Python, Scikit-learn, SQL",0.9,Bachelor's,3,Web Developer,Hire,94647,7
RES-00969,Candidate 0969,"Python, SQL, Pandas",5.0,Master's,2,Cybersecurity Analyst,Reject,67799,6
RES-00970,Candidate 0970,"Python, Scikit-learn, SQL",0.0,Bachelor's,6,Data Analyst,Reject,80255,6
RES-00971,Candidate 0971,"Python, SQL, Pandas",4.7,Master's,1,Software Developer,Hire,69665,5
RES-00972,Candidate 0972,"Python, Networking, Linux",7.0,Bachelor's,1,Data Analyst,Reject,74632,1
RES-00973,Candidate 0973,"JavaScript, React, HTML, CSS",2.8,Master's,2,Cybersecurity Analyst,Hire,54536,3
RES-00974,Candidate 0974,"Python, Networking, Linux",7.0,Master's,1,Web Developer,Hire,62850,7
RES-00975,Candidate 0975,"JavaScript, React, HTML, CSS",6.8,PhD,3,Cybersecurity Analyst,Hire,59003,5
RES-00976,Candidate 0976,"Python, SQL, Pandas",3.4,Bachelor's,3,Web Developer,Hire,82903,8
RES-00977,Candidate 0977,"Python, Scikit-learn, SQL",3.4,Master's,1,Software Developer,Hire,58466,3
RES-00978,Candidate 0978,"JavaScript, React, HTML, CSS",4.0,Master's,3,Cybersecurity Analyst,Hire,39342,4
RES-00979,Candidate 0979,"JavaScript, React, HTML, CSS",4.6,Bachelor's,2,ML Engineer,Reject,47277,2
RES-00980,Candidate 0980,"Python, Networking, Linux",0.0,Bachelor's,1,Web Developer,Hire,77689,3
RES-00981,Candidate 0981,"Python, SQL, Pandas",3.1,Master's,3,ML Engineer,Reject,75144,6
RES-00982,Candidate 0982,"JavaScript, React, HTML, CSS",0.0,Master's,0,Web Developer,Reject,36537,6
